dataset,fold,split_seed,model,eval_split,auc,acc,nll,n_eval,status,note,graph_construction
xes3g5m,0,42,gkt,valid+test,0.6077513538952165,0.793852322606145,0.49718047630013606,1922840,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,0,42,gikt,valid+test,0.7100720612773805,0.7941279565642487,0.4738047555190825,1922840,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,0,42,skt,valid+test,0.6601092904956126,0.7938502423498575,0.4885655160582985,1922840,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,0,42,dygkt,valid+test,0.6458871636741363,0.7936682199246947,0.49405114049782417,1922840,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,0,42,dgekt,valid+test,0.7046878509867383,0.7941227559235298,0.4759211668698674,1922840,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,1,43,bkt,valid+test,0.6176589732531487,0.7953520154804542,0.4920207151141761,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,1,43,dkt,valid+test,0.709351794571918,0.7947503329535331,0.47987242503364247,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,1,43,simplekt,valid+test,0.7183791611893594,0.796857001852891,0.4652349175112536,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,1,43,akt,valid+test,0.7071634882961737,0.7952927312902476,0.47987863129275005,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,1,43,gkt,valid+test,0.6078943611801348,0.7948454996799174,0.4958524826069266,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,1,43,gikt,valid+test,0.7098622917567726,0.7952313669530162,0.4724683897550514,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,1,43,skt,valid+test,0.659825901804871,0.7948460197166736,0.4872152994187503,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,1,43,dygkt,valid+test,0.645826240726058,0.7946712873665911,0.4926813820008269,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,1,43,dgekt,valid+test,0.7044013443923681,0.7952225263281609,0.474577036301601,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,1,43,gkt,valid+test,0.6078005804665786,0.7948454996799174,0.4958863362518064,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,1,43,gikt,valid+test,0.7101541942053637,0.7952313669530162,0.47250222695457306,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,1,43,skt,valid+test,0.6603133048289128,0.7948465397534298,0.4872559201249152,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,1,43,dygkt,valid+test,0.6461205657342841,0.7946728474768596,0.49272129149456323,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,1,43,dgekt,valid+test,0.7047763068367124,0.7952298068427477,0.47461547502453144,1922941,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,2,44,bkt,valid+test,0.6174633730257527,0.7949488421457188,0.4925579610305867,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,2,44,dkt,valid+test,0.709495277992232,0.7943572472715551,0.48030729041876963,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,2,44,simplekt,valid+test,0.7185070509727098,0.7963559630524004,0.46563053239570285,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,2,44,akt,valid+test,0.7070697167308372,0.7949123882362192,0.48030949975360343,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,2,44,gkt,valid+test,0.6076638898564457,0.7944707751611393,0.49640145046519496,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,2,44,gikt,valid+test,0.7100606041248416,0.7948472919692559,0.47289103386919895,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,2,44,skt,valid+test,0.659868473506923,0.7944765036326321,0.48771884559880035,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,2,44,dygkt,valid+test,0.6457082445257878,0.7942812148317417,0.4931944198406907,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,2,44,dgekt,valid+test,0.7046128693474879,0.7948514581303415,0.4750127931364444,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,train_only
xes3g5m,2,44,gkt,valid+test,0.6077408445375176,0.7944707751611393,0.49638091417935554,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,2,44,gikt,valid+test,0.7104598465076346,0.7948472919692559,0.4728828290352091,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,2,44,skt,valid+test,0.660588309572959,0.7944765036326321,0.4876969450091443,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,2,44,dygkt,valid+test,0.6462659353585472,0.7942812148317417,0.49319441157155913,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
xes3g5m,2,44,dgekt,valid+test,0.7051325047930895,0.7948514581303415,0.4749998835223782,1920233,diagnostic,Diagnostic baseline; no SOTA claim.,full_log
